Water Source Type,Contaminant Level (ppm),pH Level,Turbidity (NTU),Dissolved Oxygen (mg/L),Nitrate Level (mg/L),Lead Concentration (µg/L),Bacteria Count (CFU/mL),Water Treatment Method,Access to Clean Water (% of Population),"Diarrheal Cases per 100,000 people","Cholera Cases per 100,000 people","Typhoid Cases per 100,000 people"
Lake,8.93,6.35,1.33,8.64,47.33,13.31,899,None,82.22,455,23,5
Well,6.34,7.43,1.3,8.33,11.56,15.17,1189,Chlorination,42.8,275,27,4
Lake,2.22,7.84,2.43,8.17,8.54,1.26,652,None,39.73,252,24,32
Lake,0.53,7.34,2.3,8.25,28.04,15.35,982,None,50.11,302,22,53
Tap,6.15,6.89,2.17,4.01,29.34,14.68,575,None,55.97,279,10,15
River,0.47,8.44,2.48,3.69,33.11,11.78,332,Chlorination,53,178,32,45
Tap,6.13,7.76,4.94,9.03,37.07,6.77,4307,Boiling,56.22,401,15,23
Spring,2.26,8.08,1.49,8.86,30.05,3.3,288,None,39.79,278,35,4
Lake,9.05,6.1,3.08,7.77,5.59,2.05,2213,None,41.58,128,22,66
Pond,4.75,6.59,1.2,7.24,39.51,0.02,2173,Chlorination,46.51,378,5,98
Lake,2.24,6.94,2.33,5.57,3.98,4.13,3833,Filtration,58.14,114,42,90
Well,8.53,6.46,1,4.57,1,8.23,1055,Boiling,53.51,321,23,75
Pond,2.54,6.18,2.79,7.67,38.48,4.87,4369,Chlorination,85.39,388,37,49
Tap,3.07,6.56,1.33,9.39,27.42,6.18,1324,Filtration,66.79,273,41,40
Well,8.34,7.33,0.18,6.06,34.93,7.81,3595,Chlorination,70.3,463,5,88
Lake,3.09,7.74,4.08,5.12,19.14,6.17,3827,Chlorination,69.24,201,9,54
Tap,4.1,7.94,0.64,4.9,0.55,14.49,2662,Boiling,57.91,116,21,80
Tap,3.48,6.11,1.84,3.17,16.55,9.83,2323,Boiling,98.63,476,22,19
Spring,1.16,7.07,2.39,6.64,30.41,0.39,1882,Boiling,32.61,34,4,91
Spring,0.39,6.31,2.16,9.92,11.29,4.53,3063,Boiling,45.11,408,27,49
River,7.25,7.08,3.63,8.71,34.39,14.19,1153,Filtration,49.93,105,8,34
Spring,6.45,7.08,2.98,9.28,39.72,6.02,3370,None,91.69,248,38,49
Pond,2.82,7.25,1.48,7.35,22.71,18.4,96,Chlorination,94.32,151,48,78
Tap,2.96,8.23,0.26,6.37,43.79,14.25,276,Boiling,89.23,140,43,32
Spring,9.45,8.01,3.84,9.93,42.74,5.8,2847,None,59.19,404,27,66
River,9.88,7.59,1.76,6.13,43.9,10.33,331,Filtration,94.02,489,24,70
Lake,4.73,8.21,4.45,9.42,33.05,13.34,2252,Boiling,36.9,490,42,9
Pond,8.02,7.7,1.98,8.33,15.24,3.87,4198,Chlorination,75.67,294,37,89
Spring,7.37,8.05,3.59,5.32,24.06,4.92,3051,None,95.61,161,26,40
Tap,2.97,7.41,4.7,6.52,35.53,10.14,3696,Boiling,82.84,146,23,39
Lake,0.59,7.31,3.26,5.69,10.53,18.5,2407,Chlorination,49.45,411,42,5
Tap,1.43,7.81,2.07,3.95,36.94,6.88,3202,None,80.23,255,42,32
Lake,8.38,6.05,2.84,5.5,27.4,8.04,2086,Chlorination,50.63,90,45,15
Pond,7.31,7.73,2.72,9.22,4.8,3.81,306,Filtration,37.81,369,15,23
Tap,6.64,8.34,2.92,8.27,27.86,11.86,883,Boiling,80.21,217,1,93
Spring,1.31,7.78,0.73,4.94,3.34,14.8,4289,Boiling,42.55,138,1,59
Spring,6.4,6.09,3.49,5.58,0.72,8.81,3589,Chlorination,37.77,176,4,73
River,7.72,6.94,0.73,7.32,44.48,15,3641,None,68.62,290,45,10
Lake,8.61,8.02,0.07,5.91,24.5,6.05,4344,Boiling,73.44,339,20,43
River,0.13,8.4,3.12,6.52,27.16,14.14,2162,Chlorination,33.57,75,9,85
Well,6.84,6.93,0.58,7.89,14,5.17,3147,Filtration,30.31,56,41,2
Spring,0.19,8.1,3.85,6.27,27.14,15.61,2783,Boiling,91.74,27,17,37
Lake,7.07,8.16,4.33,4.34,8.44,16.61,3141,Chlorination,38.07,321,25,39
Pond,6.36,6.31,4.72,6.64,37.28,15.95,4603,None,70.87,320,19,86
River,1.48,8.11,3.32,5.49,41.17,4.31,154,Boiling,96.75,456,40,18
Pond,7.66,6.81,2.41,5.04,42.79,13.88,3630,Boiling,65.83,149,35,39
Pond,0.68,7.48,1.76,5.3,5.33,10.77,460,Filtration,39.79,306,48,52
Pond,8.26,7.35,2.45,6.07,27.89,19.72,1396,Chlorination,57.54,487,20,76
River,2.62,7.66,0.95,9.21,40.44,7.23,790,None,73.68,346,1,35
Well,6.89,7.85,1.74,8.14,6.41,15.43,3709,Filtration,83.4,392,45,66
River,9.24,7.1,3.59,7.68,4.98,7.4,1867,Filtration,72.49,198,32,85
Tap,3.4,8.22,1.09,6.3,40.85,7.94,1688,Filtration,32.4,163,22,88
Spring,5.03,8.02,1.32,3.01,39.84,2.22,576,Chlorination,40.02,181,38,19
River,4.63,7.96,3.75,5.38,22.43,4.79,3764,Chlorination,56.03,239,30,27
River,1.58,7.15,0.89,8.69,5.49,3.29,2543,Boiling,79.4,421,3,56
Well,5.9,6.09,1.23,5.72,25.81,3.18,361,Chlorination,70.9,241,40,2
Tap,7.43,7.23,0.09,6.95,19.74,0.18,456,Filtration,33.13,65,2,85
River,9.17,8.25,3.6,4.43,25.93,15.88,3249,Chlorination,85.78,170,36,36
Spring,8.51,6.48,3.09,9.41,21.99,9.36,4224,None,72.36,132,9,17
Spring,5.1,8.46,3.47,9.46,28.43,16.08,3561,Boiling,92.1,80,41,83
River,7.19,8.02,1.07,4.02,36.36,12.25,3110,Filtration,59.24,164,31,45
Pond,8.01,7.77,3.44,8.07,38.74,16.63,3529,Boiling,64.31,441,35,4
Pond,4.93,7.69,2.98,3.53,32.45,10.08,4907,Chlorination,58.39,62,48,72
Tap,1.15,7.47,1.83,7.19,9.95,1.88,4968,Boiling,80.57,354,26,92
Spring,4.38,7.8,2.19,4.25,19.86,12.34,349,Boiling,82.65,50,48,80
Pond,8.42,7.05,2.84,4.02,3.56,13.56,2692,Chlorination,80.63,71,18,75
Spring,5.97,8.11,2.47,3.03,22.58,12.53,4547,Boiling,50.41,42,37,56
Tap,7.24,7.74,3.21,9.59,48.52,16.03,4083,Chlorination,74.52,322,0,25
Tap,1.85,7.93,0.9,8.8,32.09,14.63,108,Filtration,53.7,450,25,32
Pond,9.64,7.98,2.7,3.54,7.73,8.65,1231,Boiling,88.39,320,45,96
River,4.04,6.23,2.25,7.2,13.43,16.38,576,None,33.86,317,12,35
Lake,6.54,6.14,2.31,4.63,3.23,13.84,240,None,32.64,215,34,92
Well,0.19,8,2.35,4.85,9.12,2.41,2638,Filtration,37.12,492,1,21
Lake,1.27,6.65,4.41,9.12,24.39,10.8,2041,Chlorination,44.17,190,21,81
Lake,7.82,7.45,4.09,3.8,17.24,14.57,370,Chlorination,32.63,157,38,16
Spring,9.68,7.11,3.15,7.21,10.2,11.07,2152,Boiling,35.01,489,27,43
Tap,3.2,6.06,3.58,5.81,7.33,18.98,97,Boiling,51.42,89,43,51
Spring,0.37,6.1,0.21,4.34,32.8,2.03,4191,None,36.99,421,1,87
Pond,3.61,8.07,3.72,6.16,27.91,14.45,1948,None,86.15,490,10,21
Well,0.17,7.52,2.43,9.58,42.13,16.49,1495,Chlorination,33.77,103,47,68
Pond,1.92,7.31,1.59,8.47,9.16,14.05,2093,None,93.56,50,36,0
River,7.52,8.36,0.7,3.92,42.4,7.71,2937,Chlorination,90.96,253,25,82
Well,9.37,6.43,0.38,8.95,28.9,7.71,2078,Filtration,44.59,106,27,29
Spring,0.87,6.64,0.22,9.56,13.31,11.73,2455,Filtration,35.01,293,25,38
Spring,5.58,7.89,0.81,4.94,13.68,7.94,3446,None,37.39,235,16,78
Pond,2.54,7.94,0.15,5.33,19.52,17.66,1405,Boiling,69.14,497,2,34
Spring,1.39,7.01,3.66,3.88,23.01,2.2,4811,None,72.06,322,13,68
Spring,2.19,8.38,1.24,5.41,4.13,12.78,2691,None,52.09,332,15,69
Lake,5.78,8.35,1.84,7.71,42.1,2.68,2745,None,50.78,355,48,88
River,0.65,6.03,4.11,4.91,6.08,10.8,972,Boiling,67.21,104,35,10
Lake,4.34,6.43,0.57,3.05,24.17,14.31,2748,None,51.39,254,27,50
Spring,1.35,8.05,4.18,5.37,19.15,3.31,1512,Boiling,95.4,303,27,62
Tap,2.73,6.84,3.2,6.17,25.61,14.08,2923,None,56.78,395,24,85
Lake,1.91,6.24,1.71,6.96,44.37,2.8,808,Boiling,45.39,19,8,33
Spring,8.83,7.96,0.59,7.79,49.45,12.41,4694,Boiling,40.22,358,10,54
Spring,7.08,7.14,0.46,3.43,1.01,10.11,4230,Boiling,74.22,491,36,77
River,8.68,7.23,1.68,6.29,19.66,5.96,327,Boiling,52.87,71,42,72
Pond,3.83,6.47,0.7,4.86,40.88,2.23,4294,Boiling,43.22,116,44,19
Well,3.13,7.65,1.34,9.64,16.33,14.72,682,Filtration,49.31,366,20,79
Lake,3.81,7.38,0.26,5.52,32.45,7.64,3331,Chlorination,51.55,129,1,57
Lake,0.19,6.52,2.98,3.7,49.61,1.73,123,Chlorination,73.81,458,33,80
Lake,7.25,6.85,0.73,3.29,32.34,15.46,753,Boiling,42.23,119,41,16
Spring,3.5,7.49,3.78,4.86,5.56,4.66,1606,Chlorination,81.3,212,12,33
River,3.13,8.31,1.09,4.25,42.15,14.73,3578,Boiling,51.34,228,4,74
Spring,5.98,8.3,3.99,7.55,48.33,11.3,4666,None,64.18,182,10,98
Spring,4.36,6.72,0.95,8.93,35.63,3.89,1468,Filtration,75.84,133,28,61
Pond,9.81,7.84,3.61,5.19,20.95,1.53,2845,None,68.05,338,46,33
Tap,3.56,7.94,1.67,7.04,47.42,11.86,2938,None,76.36,477,27,99
River,6.14,8.02,2.92,8.11,48.43,0.5,1926,Boiling,52.58,493,27,71
Lake,3.12,7.43,0.19,5.79,46.76,1.31,2427,None,97.44,230,4,18
Well,9.91,6.03,2.48,3.46,20.59,14.04,164,Filtration,62.13,383,19,96
Lake,4.45,7.9,0.74,4.6,39.49,10.78,1509,None,52.54,363,36,86
Spring,6.34,6.27,2.43,9.18,32.71,6.53,4710,Filtration,50.75,445,38,65
River,1.27,6.29,0.71,8.77,8.99,10.78,4092,Filtration,32.99,432,9,71
River,7.33,7.51,2.19,3.61,26.78,11.83,2810,Boiling,77.94,483,31,92
River,2.69,8.46,0.55,4.57,37.38,11.31,1200,Filtration,48.38,339,28,41
Tap,4.49,6.61,1.1,8.38,44.8,12.85,3281,None,97.13,437,1,50
Lake,8.83,7.61,2.98,6.4,43.13,18.81,618,Boiling,44.73,245,0,70
Tap,9.71,6.76,4.88,8.32,7.73,7.78,2712,Filtration,67.06,393,19,48
Pond,4.25,8.25,2.25,4.48,24.4,6.02,4954,Filtration,81.48,407,0,28
Well,8.35,7.48,3.44,9.67,23.91,0.77,3723,Chlorination,90.91,251,3,94
Pond,0.53,6.52,2.7,8.49,44.94,2.94,1686,Boiling,40.95,224,14,29
Spring,8.48,6.66,2.49,4.38,0.1,2.12,1606,Chlorination,98.98,156,46,98
Tap,6.3,7.08,0.32,6.91,36.94,6.71,4732,Filtration,93.47,118,29,24
Tap,4.89,6.31,0.72,3.79,30.93,12.2,3932,Chlorination,97.4,93,5,67
Pond,8.9,6.2,4.42,5.53,46.08,0.93,3892,None,89.69,227,37,61
Spring,8.45,7.7,2.05,7.62,22.85,14.55,3803,None,91.44,364,0,37
River,2.97,7.02,3.07,5.31,32.88,7.95,4310,Filtration,71.92,389,6,16
Spring,7.91,7.82,2.64,7.6,48.64,19.27,1353,Chlorination,89.17,185,4,73
Lake,0.99,6.28,1.89,4.71,37.2,11.37,4239,Chlorination,67.38,494,48,0
Pond,8.23,7.52,1.94,8.05,3.37,15.43,618,Boiling,67.68,333,6,17
Spring,6.75,7.11,2.78,5.52,8.38,17.22,353,None,69.38,184,35,62
River,0.88,6.14,0.71,8.53,41.07,17.78,280,None,99.74,386,2,45
Spring,6.83,7.36,1.94,3.96,16.74,10.37,3377,Boiling,37.31,279,11,18
Tap,5.81,6.21,2.23,5.53,35.3,7.93,4932,None,86.39,402,14,49
Well,5.95,8.07,4.93,6.25,34.99,11.21,3550,Chlorination,49.13,229,19,95
Tap,2.91,7.58,1.76,5.97,49.69,8.04,1959,Chlorination,55.29,481,40,53
Well,2.66,7.39,3.22,6.03,23.49,4.81,389,None,35.64,264,20,30
Spring,7.63,6.33,0.69,6.11,36.89,6.48,3867,Boiling,54.61,157,31,96
Lake,2.57,6.72,0.33,9.92,2.44,4.66,4360,Filtration,99.35,351,11,85
Spring,4.46,7.23,4.36,4.35,23.13,5.39,2053,Filtration,57.79,76,36,64
River,6.95,7.58,3.65,8.38,9.33,1.87,167,Filtration,76.88,81,39,45
Spring,0.8,6.46,1.59,6.86,42.03,8.53,4945,Filtration,38.45,427,46,34
Well,5.95,6.02,2.52,5.9,42,4.71,2166,Chlorination,94.57,180,6,48
Tap,5.89,6.86,0.68,7.43,11.82,8.97,4269,Filtration,87.94,341,44,80
Lake,6.84,7.21,3.54,8.97,15.91,15.84,3006,Chlorination,57.04,195,30,33
Spring,3.7,6.46,0.35,6.27,35.12,8.97,186,Chlorination,54.39,59,0,28
Spring,4.49,7.23,3.79,9.05,36.91,19.09,4046,Filtration,60.26,150,10,5
Tap,3.3,6.85,2.73,3.66,32.88,2.96,2940,Filtration,58.09,60,44,0
Lake,8.08,7.14,1.39,7.57,49.83,17.01,1297,Filtration,48.06,134,33,54
Pond,1.31,6.87,4.31,5.33,43.43,4.97,2645,None,99.36,427,18,26
Spring,9.63,7.57,4.93,5.71,20.85,18.68,1216,None,86.74,438,10,11
Spring,6.35,6.11,1.27,7,16.35,4.54,4627,Boiling,48.75,330,32,3
Pond,8.87,6.43,4.03,6.36,29.84,14.94,2999,Chlorination,98.72,38,32,79
Well,4.26,7.08,3.75,5.67,40.88,1.24,1205,Filtration,31.09,252,7,51
Well,3.32,6.89,3.74,5.16,23.77,12.6,227,None,60.65,377,44,10
River,9.01,6.98,4.79,7.33,36.88,4.37,2613,Boiling,69.86,442,7,51
Tap,0.99,8.01,2.43,6.54,0.96,13.4,4709,Chlorination,32.63,105,33,83
Lake,1.17,8.22,3.37,5.26,46.29,12.72,2136,Chlorination,41.27,232,39,25
Spring,2.99,6.62,4.12,4.43,38.69,18.47,3731,Chlorination,48.07,353,26,27
Spring,9.6,8.09,2.4,8.42,19.71,12.53,249,None,80.42,388,28,71
River,6.33,7.15,2.41,8.6,19.2,8.16,2272,Filtration,95.78,169,13,65
Spring,5.54,6.68,1.59,4.5,5.14,3.87,2950,Filtration,73.72,216,33,89
Tap,7.05,8.46,3.9,4.83,40.81,13.15,3018,Chlorination,69.39,347,44,26
River,4.17,8.06,3.43,4.67,38.43,2.33,4768,Chlorination,67.57,13,36,96
Tap,7.58,8.49,2.26,9.19,31.51,16.57,2215,Boiling,54.55,410,0,54
River,3.93,6.42,2.1,8.42,5.07,4.95,2157,Boiling,87.94,15,8,70
Spring,8.26,6.36,0.36,3.52,13.12,10.48,1796,Chlorination,67.85,218,9,53
River,2.67,7.26,0.03,8.83,22.95,11.92,3244,Boiling,46.11,385,29,45
Well,2.78,7.6,2.64,3.26,13.3,7.25,296,None,39.58,402,42,35
Lake,5.22,6.43,2.09,4.77,21.7,13.28,1927,Chlorination,98.99,406,17,20
Spring,4.31,8.15,3.98,9.43,11.3,5,2256,Boiling,31.22,168,16,48
Pond,6.48,7.33,2.71,9.05,17.48,0.69,1457,Chlorination,95.34,13,5,33
Lake,3.64,7.03,4.68,8.47,32.61,19.19,3546,Filtration,45.28,430,10,86
Spring,2.31,7.51,0.98,6.2,44.62,6.4,3127,None,76.03,242,23,33
Lake,4.7,7.59,4.95,5.25,19.25,14.27,2308,Chlorination,51.11,318,35,39
Well,5.61,6.11,1.49,9.17,34.6,10.15,3664,Filtration,90.19,473,32,6
Lake,1.43,8.5,3.21,7.6,6.74,13.38,1589,Chlorination,68.04,7,32,89
River,5.57,6.91,2.51,5.07,27.04,2.22,95,Filtration,39.87,282,17,51
Lake,3.19,6.15,1.8,6.24,46.09,10.38,3932,Boiling,48.89,110,4,48
Spring,3.92,8.13,0.7,9.17,1.4,7.84,1359,Filtration,52.42,39,30,80
Pond,2.79,8.48,0.67,9.32,13.38,9.04,1739,None,92.01,411,15,94
Pond,9.31,8.04,3.56,7.62,6.62,19.32,3794,None,83.67,67,1,88
Tap,6.83,8.13,1.89,8.13,26.66,2.73,1352,Boiling,88.07,122,8,36
Lake,2.62,7.56,4.81,3.28,33.98,15.09,4924,Chlorination,33.66,316,1,61
Pond,6.45,8.31,1.63,7.23,2.89,6.61,1542,None,70.51,165,36,14
Lake,8.49,6.09,4.92,7.82,3.51,5.81,2667,Boiling,99.94,202,19,1
Pond,4.02,7.92,1.03,3.14,43.48,5.42,830,None,84.96,127,16,10
Lake,8.3,7.68,0.51,8.91,22.81,6.98,1605,Boiling,38.45,363,24,95
Spring,1.54,6.12,1.56,9.5,23.15,7.14,4645,None,77.52,151,18,93
Lake,8.23,7.36,4.43,4.67,47.23,5.41,2747,Boiling,82.17,411,41,16
Spring,5.4,7.29,2.61,8.92,16.01,13.35,3810,None,66,424,7,87
Spring,2.23,7.73,0.68,7.66,44.85,0.95,4658,Chlorination,35.51,145,10,44
Tap,4.07,6.19,1.01,7.06,48.71,6.65,221,Filtration,32.43,48,12,67
Pond,9.88,8.01,1.56,8.9,12.08,5.6,3951,None,95.65,468,12,60
River,7.84,6.35,2.95,5,25.7,15.03,530,Boiling,48.03,409,8,45
Spring,5.75,7.05,1.66,8.54,26.72,2.93,4126,Chlorination,56.53,2,4,31
Pond,1.15,8.2,3.74,5.2,43.31,18.81,1381,None,85.67,250,17,18
Well,4.18,7.4,3.08,8.51,15.2,3.41,4117,Boiling,78.25,76,39,66
Lake,2.63,6.95,4.37,6.16,39.9,7.4,753,Filtration,97.8,421,13,3
Well,0.71,6.12,2.5,3.82,48.55,3.99,4309,Boiling,36.5,219,33,24
Lake,5.42,7.68,1.66,5.67,42.02,5.73,4807,None,79.48,397,21,72
Tap,8.89,8.47,4.98,4.63,45.46,15.22,1188,Boiling,35.76,384,47,20
Spring,6.76,8.28,1.78,3.7,35.42,9.53,408,Boiling,30.01,347,32,86
River,2.5,7.79,2.14,3.77,45.2,3.25,2485,Filtration,38.42,378,23,92
Spring,5.74,6.26,4.05,8.46,8.24,0.93,796,None,73.17,227,28,93
Lake,9.43,6.6,0.44,9.17,35.62,4.6,860,None,77.33,117,12,88
River,7.23,6.47,1.93,9.49,36.59,18.91,4171,Filtration,60.68,497,49,92
Spring,6.89,6.89,0.43,8.98,21.96,16.91,365,Chlorination,33.22,266,26,97
River,9.68,6.59,0.7,8.81,3.99,8.8,1514,Boiling,74.38,234,0,13
Lake,7.99,6.61,0.02,3.48,31.12,9.64,4936,Boiling,36.01,167,6,21
Tap,1.37,7.54,0.05,8.53,2.59,17.99,2934,Boiling,39.92,259,3,47
Tap,3.48,6.8,1.9,8.48,19.12,11.83,1583,None,65.88,417,9,50
Spring,9.65,7.69,4.05,3.92,19.68,17.62,498,None,53.83,192,39,79
Well,4.9,8.37,2.94,7.63,49.95,9.84,3241,Boiling,62.53,183,34,10
Lake,1.12,7.6,3.17,6.17,14.99,4,1369,None,74.46,9,38,58
Spring,4.59,7.88,2.6,9.3,41.02,14.52,1251,Filtration,41.2,336,15,13
Spring,6.97,7.88,4.1,7.87,2.66,10.53,698,Filtration,92.52,326,26,6
Tap,9.98,6.83,4.4,9.66,26.49,13.37,2727,None,69.16,358,19,68
River,3.24,6.04,4.25,3.73,26.83,3.14,2250,Boiling,31.55,447,9,57
Lake,5.14,6.14,4.06,3.28,31.44,12.95,2493,Boiling,73.99,140,44,39
River,8.8,6.71,0.91,9.82,40.5,7.65,131,Boiling,62.42,21,32,92
Pond,3.55,7.72,2.97,3.56,38.1,6.64,90,Boiling,79.11,311,6,80
Pond,1.09,8.27,2.91,5.7,38.05,13.43,3894,None,84.88,377,41,93
Lake,9.49,8.4,2.64,7.55,21.61,11.84,3197,Chlorination,95.72,192,43,24
Well,4.88,6.06,2.4,9.16,36.37,12.98,471,Chlorination,99.88,91,45,77
Pond,5.03,8.48,0.45,4.78,24.57,19.31,1265,Boiling,68.47,96,21,41
Tap,6.21,6.81,0.51,3.2,3.35,14.02,4597,Boiling,69.31,140,42,85
Well,0.04,8.11,4.51,6.65,44.51,12.82,2808,Boiling,31.57,256,16,43
Spring,9.31,6.45,3.15,6.3,44.51,12.27,4482,Chlorination,90.56,37,8,4
Pond,3.61,6.16,1.31,5.15,16.14,7.97,1111,Filtration,32.01,246,39,27
Tap,3.97,6.95,1.4,9.12,45.7,16.78,597,Chlorination,74.29,255,9,75
Spring,1.74,8.15,3.05,8.25,37.9,7.62,907,None,36.9,441,35,99
Well,3.78,6.55,2.03,9.01,20.04,14,2914,Chlorination,50.01,408,30,59
Lake,8.04,6.38,2.21,4.13,16.58,5.86,3216,None,39.82,297,30,76
Spring,8,8.27,0.3,7.85,48.76,2.96,1354,Boiling,39.62,84,4,20
River,9.36,8.35,0.69,9.83,35.63,2.6,3946,None,35.22,416,17,95
Lake,4.03,6.03,1.97,7.28,18.94,12.69,3235,Boiling,52.25,440,5,48
Lake,7.09,7.82,3.5,4.2,32.1,6.56,2704,Filtration,59.66,36,41,55
Well,5.07,6.77,0.24,9.97,28.58,5.5,2389,Boiling,62.51,184,49,56
Well,8.04,6.94,1.67,6.7,26.23,11.84,4075,Boiling,60.78,97,27,84
Tap,7.13,7.17,3.48,8.88,32.24,0.51,3650,Filtration,66.66,317,42,60
Tap,3.68,7.07,3.96,4.05,26.88,4.92,463,Boiling,90.19,386,23,37
River,3.37,7.29,0.95,7.66,32.74,6.81,3938,Boiling,74.23,29,4,72
Lake,2.52,7.46,3.66,9.39,45.38,14.17,1072,Boiling,31.21,450,27,1
River,5.77,7.16,4.78,6.72,49.66,10.9,473,Chlorination,42.11,190,2,2
River,9.64,7.75,4.53,5.02,35.46,17.12,4983,None,54.43,337,17,42
Well,2,7.8,3.95,3.89,46.39,6.69,938,Boiling,96.43,278,3,73
River,0.95,7.1,3.56,5.07,42.92,5.93,1310,Chlorination,35.47,455,39,34
River,1.19,6.36,1.18,5.48,14.75,0.66,2340,Boiling,79.71,200,48,72
Spring,7.83,7.6,3.17,7.97,46.65,19.03,3520,None,32.32,321,41,39
Tap,3.5,7.93,3.22,4.25,3.54,10.03,4056,Boiling,55.38,188,31,95
Tap,2.24,7.6,2.03,3.74,16.5,10.05,1086,None,83.91,257,31,84
Lake,3.53,7.47,2.47,5.71,32,18.47,4663,Chlorination,54.08,154,18,57
Tap,6.45,6.57,3.47,6.21,26.35,5.8,3529,Chlorination,60.12,431,28,33
Pond,5.47,7.61,4.76,7.4,27.12,6.64,4969,Boiling,93.37,486,32,24
Lake,7.44,6.84,1.48,7.95,39.74,13.13,259,Filtration,34.63,318,1,55
Spring,3.39,8.3,1.23,9.22,9.74,15.7,1656,None,66.94,227,10,31
Tap,4.52,7.63,3.01,5.02,49.1,13.99,2955,Boiling,55.64,4,46,21
Spring,1.02,6.7,0.65,6.7,21.87,15.77,4279,Chlorination,97.47,128,32,88
Tap,0.73,7.18,2.91,5.56,47.49,11.5,3119,Boiling,85.56,405,40,64
Tap,4.62,8.12,0.44,3.01,19.16,17.26,591,None,38.55,73,39,99
Spring,3.02,6.84,2.45,7.06,30.09,11,1432,Boiling,94.92,364,0,20
River,6.13,7.31,3.1,8.71,22.52,4.59,2487,None,44.78,23,41,79
River,0.43,7.7,0.35,3.26,33.8,10.83,228,Chlorination,35.94,314,16,95
River,1.22,7.89,1.03,3.02,9.18,14.26,2779,Filtration,67.91,462,49,20
Pond,8.65,6.43,1.68,8.09,20.03,13.07,1368,Filtration,81.56,480,15,27
River,5.66,7.41,1.84,7.79,3.42,4.86,1624,Chlorination,80.12,433,1,18
Tap,7.12,8.28,3.38,5.84,29.91,0.82,3979,Chlorination,67.38,278,48,13
Well,8.42,8.42,2.65,7.63,48.13,5.05,739,Boiling,64.49,205,3,86
Spring,4.64,7.64,1.91,9.67,2.3,19.68,3174,Chlorination,97.87,145,31,23
Well,7.61,8.46,2.25,4.74,32.98,3.69,2647,Chlorination,87.44,88,6,19
Pond,5.25,7.43,0.06,4.72,38.75,9.29,2070,None,78.9,21,28,31
Well,2.23,7.11,3.85,4.3,10.66,12.77,4571,Boiling,43.66,299,8,73
Lake,3.38,7.38,0.21,8.07,13.65,17.59,4993,None,87.38,43,34,51
River,4.9,6.29,4.15,5.47,10.08,15.21,2034,Boiling,82.48,36,4,64
Pond,3.17,7,2.7,9.92,14.87,18.18,4380,Boiling,99.44,6,49,94
Tap,3.36,7.15,2.64,8,5.5,12.09,1185,Filtration,39.31,473,20,51
River,3.37,8.12,3.52,5.57,18.52,17.31,589,Filtration,80.07,279,16,57
River,1.23,7.9,4.3,4.04,18.45,5.28,4217,Chlorination,98.54,460,38,78
Well,0.85,7.5,4.71,7.14,40.36,8.61,1135,Boiling,62.38,168,13,94
Lake,0.46,6.87,2.72,5.06,40.05,16.88,3420,Chlorination,81.34,69,31,91
River,1.11,6.47,0.75,9.34,39.84,6.51,2558,None,98.28,212,14,9
Spring,3.44,6.87,4.39,6.09,28.35,17.42,1,Chlorination,68.32,70,20,69
Spring,5.94,7.7,0.2,5.05,16.29,7.26,891,None,78.93,401,13,14
River,1.88,6.66,4.04,7.12,20.55,7.27,4894,Filtration,31.41,206,40,46
Well,8.88,7.07,3.4,3.96,15.89,6.18,4724,Filtration,66.38,71,15,90
Well,8.08,6.97,4.52,6.93,29.1,10.94,4556,None,47.91,315,0,9
Tap,5.21,7.91,4.49,3.39,46.9,2.58,2999,None,39.19,179,39,20
Pond,7.24,8.21,0.27,7.25,14.22,0.73,3553,None,79.6,207,17,18
Pond,3.66,7.75,3.05,6.71,22.94,17.95,3657,Chlorination,32.74,176,33,67
Pond,0.37,6.85,0.62,6.65,32.76,18.58,971,None,93.34,194,25,21
Lake,9.04,7.08,0.39,7.79,42.23,1.52,4149,Boiling,66.24,300,35,62
Well,1.28,6.36,2.24,3.31,12.67,10.99,3742,None,75.38,392,20,37
Tap,9.48,6.42,0.49,6.22,14.01,10.79,4204,Filtration,47.74,371,0,14
Spring,5.72,6.41,3.64,6.11,44.26,7.45,279,None,42.75,238,26,69
Pond,3.06,6.33,4.84,6.22,4.01,11.38,1698,Filtration,47.06,153,10,74
Spring,4.96,6.45,2.85,9.86,30.27,9.16,2887,Filtration,46.26,153,37,43
Spring,5.02,6.51,1.18,3.97,43.02,9.79,2884,Chlorination,90.52,29,13,29
River,0.23,6.28,4.22,7.83,46.09,15.11,3285,None,85.11,26,27,23
Lake,3.55,7.6,4.27,5.81,0.63,10.52,3579,Filtration,89.69,463,26,85
Tap,7.4,8.48,3.66,6.58,18.48,6.47,2251,Boiling,81.44,239,21,93
Lake,5.1,8.2,3.08,8.34,12.86,11.63,4640,None,75.05,242,20,45
River,2.44,6.11,4.34,4.1,28.4,12.82,2356,None,66.95,131,23,3
Tap,3.35,7.06,0.82,8.35,31.64,13.25,4623,Filtration,48.58,178,18,5
Tap,8.63,8.15,4.66,3.49,49.99,12.37,1931,Chlorination,79.38,338,23,37
Well,5.26,6.34,4.74,6.38,25.64,13.29,3414,Chlorination,39.56,97,25,25
Lake,5.28,8.12,4.36,8.19,27.57,6.2,1008,None,65.77,325,24,18
Lake,9.61,7.48,1.25,4.35,20.72,8.92,4712,None,43.67,236,44,1
